"","Country","Status","Date","Center.ID","Center","Verified","Type","Activity","Org","Capacity","Equipment..R.A.G.","Staff","Doctors","Nurses","Isolation.Facility","PPE","Burial.Site","Water","Power","Comm.","Date.open","Date.closed","Region","Adm1.ID","District","Adm2.ID","Adm3","Place","Lat","Long","Address","Clinic.Website","Notes..example..If.closed.why..","Source.of.info","Location.in.OSM","MTI..Zone","MTI..Zonal.Facility","UN.Team","UN.Site.No","UN.site.name","UTM","UN.Gr","UNMIL.Grid","UNMIL.Grid.New","Facility name","dl","cosine","exact","q_exact","OK"
"70","Liberia","Open","","UN257","Yarpuah Clinic","","","","MoHSW","",NA,NA,"Nil","5","N","","",NA,NA,NA,"","","Lofa","LBR08","Salayea","LBR0804",NA,"",7.655083319,-9.422701,"",NA,"","","","","","UNMO TEAM SITE 10 – (GBRANGA)",10,"Gbranga","29N","MJ 5338 4619","29NMJ 5338 4619","29NMJ 5338 4619","Yarpuah Clinic",0,0,"yes","yes","yes"
"71","Liberia","","","UN282","Memolahun Clinic","","","","","",NA,NA,"0","","","","",NA,NA,NA,"","","Lofa","LBR08","Vahun","LBR0805",NA,"Memolahun Town",8.071601333,-10.456557,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29N","LJ 39 92","29NLJ 39 92","29PLJ 395 925","Vahun Health Center",16,0.38736252536702,"no","no",NA
"72","Liberia","","19.08.14","LR21-000040","Vahun Clinic","","Health Center","","PMU,gol","15",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Vahun","LBR0805",NA,"Vahun",8.0624,-10.49961,"",NA,"","","","","","",NA,"","","","","","Vahun Health Center",11,0.408392021690038,"no","no",NA
"73","Liberia","Open","19.08.14","LR21-000055","Balakpalasu Clinic","","Clinic","","IRC","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Ballakpalazu",8.16851,-9.69254,"",NA,"","","","","","",NA,"","","","","","Balakpalasu Clinic",0,0,"yes","yes","yes"
"74","Liberia","Open","","UN264","Bassagizia Clinic","Y","Clinic","","GOL, IRC","",NA,NA,"0"," 3","","No","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Bassagizia Town",8.35826,-9.83682,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","MK 07894 23991","29PMK 07894 23991","29PMK 07894 23991","Bazagizia Clinic",2,0.0684057386029754,"no","yes",NA
"75","Liberia","","","UN263","Bondi Clinic","","","","","",NA,NA,"0"," 1x midwife","","No","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"David Selma-ta",8.269576575,-9.760002,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","MK 16302 14180","29PMK 16302 14180","29PMK 16302 14180","Bondi Clinic",0,0,"yes","yes","yes"
"76","Liberia","","","UN291","Duogomai Clinic","","Clinic","","GOL","",NA,NA,"0","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"John’s Town (John-Ta)",8.195995732,-9.726926,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","MK 19930 06038","29PMK 19930 06038","29PMK 19930 06038","Duogomai Clinic",0,0,"yes","yes","yes"
"77","Liberia","","19.08.14","LR21-000025","Kpotomai","","Clinic","","ICRC (GOL?)","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Kpademai (1)",8.22052,-9.94247,"",NA,"","","","","","",NA,"","","","","","Kpotomai Clinic",7,0.208743431925056,"no","no",NA
"78","Liberia","","19.08.14","UN267","Kpademai Clinic","","Clinic","","MOHSW only","",NA,NA,"0"," 1","","No","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Kpademai Town",8.21211,-9.90852,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","MK 00099 97538","29PMK 00099 97538","29PMK 00099 97538","Kpademai Clinic",0,0,"yes","yes","yes"
"79","Liberia","Open","19.08.14","UN266","Lawalazu Clinic","","Clinic","","PMU","",NA,NA,"0"," 2","","No","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Lawalazu Town",8.449180523,-9.841686,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","MK 07348 34056","29PMK 07348 34056","29PMK 07348 34056","Lawalzu Clinic",1,0.0161300899000926,"no","yes",NA
"80","Liberia","","19.08.14","LR21-000030","Sarkonedu Clinic","","Clinic","","PMU","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Sakonedu",8.4617,-9.67331,"",NA,"","","","","","",NA,"","","","","","Zenalormai Clinic",9,0.1695452014626,"no","no",NA
"81","Liberia","","","UN285","Tubugissizu Clinic","","","","","",NA,NA,"0","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Tubugissizu Town",8.462059317,-9.922089,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","LK 98 35","29PLK 98 35","29PLK 985 355","Torbogizizu Clinic",5,0.193198418091747,"no","no",NA
"82","Liberia","","","UN262","Vezala Clinic","","","","","",NA,NA,"0","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Vezala Town",8.371680057,-9.89463,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","MK 01 25","29PMK 01 25","29PMK 015 255","Vezala Clinic",0,0,"yes","yes","yes"
"83","Liberia","","","UN261","Pentecostal Clinic","","8 beds","","","",NA,NA,"1","9","","Yes; but need more gloves","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Voinjama City",8.418341878,-9.755739,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","MK 16803 30627","29PMK 16803 30627","29PMK 16803 30627","Voinjama Free Pentecostal Clinic",14,0.0994640971728548,"no","yes",NA
"84","Liberia","","19.08.14","LR21-000024","Tellewoyan OPD","","Clinic","","IRC,GOL","N/A",NA,NA,"2"," 30","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Voinjama City",8.42427,-9.74973,"",NA,"","","","","","",NA,"","","","","","Tellewoyan Memorial Hospital",17,0.221710357883975,"no","no",NA
"85","Liberia","Open*","17/09/2014","LibTel","Telewowan Hospital","Y","Hospital","ETC, Triage","MSF","40",NA,NA,"","","","","",NA,NA,NA,"31.07.2014","-","Lofa","LBR08","Voinjama","LBR0806",NA,"Vonjama",8.42277,-9.753226,"",NA,"Mid-Level Isolation Unit. Expansion to 40 beds, but no dates for completion set. The team will set up a referral unit so suspected Ebola patients can be isolated and transferred to the treatment center.","https://www.internationalsos.com/ebola/index.cfm?content_id=396&language_id=ENG; WHO data","http://www.openstreetmap.org/search?query=8.42277%09-9.7532264","","","",NA,"","","","","","Tellewoyan Memorial Hospital",11,0.0879708145990933,"no","yes",NA
"86","Liberia","","19.08.14","LR21-000034","Zinalormai","Y/HZ","Clinic","","MOHSW only","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"Zinalomai",8.32976,-9.83677,"",NA,"Duplicate deleted [LR21-000034]","","","","","",NA,"","","","","","Zenalormai Clinic",8,0.106674999426163,"no","no",NA
"87","Liberia","","19.08.14","LR21-000028","Bondi Selma","","Clinic","","ICRC","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"",8.26965,-9.76003,"",NA,"","","","","","",NA,"","","","","","Zenalormai Clinic",14,0.272139735757389,"no","no",NA
"88","Liberia","","19.08.14","LR21-000027","Dougomai","","Clinic","","MOHSW only","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"",8.19602,-9.7269,"",NA,"","","","","","",NA,"","","","","","Duogomai Clinic",8,0.208743431925056,"no","no",NA
"89","Liberia","","19.08.14","LR21-000037","Kpakamai","Y","Clinic","","PMU,GOL","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"",8.29686,-9.87667,"",NA,"","","","","","",NA,"","","","","","Kpakamai Clinic",7,0.177048800202177,"no","no",NA
"90","Liberia","","19.08.14","LR21-000032","Vezala","","Clinic","","MOHSW only","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"",8.37042,-9.9025,"",NA,"","","","","","",NA,"","","","","","Vezala Clinic",7,0.270003604911569,"no","no",NA
"91","Liberia","","19.08.14","LR21-000061","Voinjama Free Pentacostal Mission","","Clinic","","Faith Based Organization","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Voinjama","LBR0806",NA,"",8.41848,-9.75601,"",NA,"","","","","","",NA,"","","","","","Voinjama Free Pentecostal Clinic",7,0.068279014443124,"no","yes",NA
"92","Liberia","Open","19.08.14","LR21-000054","Balagwalazu Clinic","","Clinic","","IRC","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Balagwalazu",7.79918,-9.7141,"",NA,"","","","","","",NA,"","","","","","Balagwalazu Clinic",0,0,"yes","yes","yes"
"93","Liberia","","","UN289","Barziwen Clinic","","Clinic","","GOL, IRC","",NA,NA,"0","","","","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Barziwen Village",8.153284798,-9.647795,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29P","MK 28639 01301","29PMK 28639 01301","29PMK 28639 01301","Barziwen Clinic",0,0,"yes","yes","yes"
"94","Liberia","","22.10.14","LR21-000008","Borkeza","Y","Clinic","","IRC","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Bohkessah",7.90739,-9.45876,"",NA,"this record and record in 106 are similar,and thus duplicate.","","","","","",NA,"","","","","","Borkeza Clinic",7,0.338562172233852,"no","no",NA
"95","Liberia","","","UN275","Bokeza Clinic","","","","","",NA,NA,"0","2 ","","No","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Bokeza Town",7.907294806,-9.45858,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29N","MJ 49453 74077","29NMJ 49453 74077","29NMJ 49453 74077","Borkeza Clinic",1,0.0317541634481459,"no","yes",NA
"96","Liberia","","","UN290","Fissebu Clinic","","Clinic","","GOL","",NA,NA,"0","","","","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Fissebu Town",7.823823348,-9.467858,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29N","MJ 48420 64850","29NMJ 48420 64850","29NMJ 48420 64850","Fissibu Clinic",1,0.0330124431695437,"no","yes",NA
"97","Liberia","","19.08.14","UN273","Konia Health Center","Y","Health Center","","IRC","13",NA,NA,"","","","No","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Konia Town",7.962486046,-9.543604,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29N","MJ 40089 80190","29NMJ 40089 80190","29NMJ 40089 80190","Konia Health Center",0,0,"yes","yes","yes"
"98","Liberia","","","UN288","Kpassagizia Clinic","","","","","",NA,NA,"0","","","","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Kpassagizia Town",8.019712743,-9.412905,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29N","MJ 54 86","29NMJ 54 86","29PMJ 545 865","Fissibu Clinic",8,0.233575825643793,"no","no",NA
"99","Liberia","","19.08.14","UN274","Luyeama Clinic","Y","Clinic","","IRC","",NA,NA,"0","","","No","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Luyeama Town",8.069150614,-9.635027,"",NA,"","http://reliefweb.int/sites/reliefweb.int/files/resources/Liberia_Health_Facilitiesv2_A3.pdf.pdf","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29N","MJ 30031 91997","29NMJ 30031 91997","29PMJ 30031 91997","Luyeama Clinic",0,0,"yes","yes","yes"
"100","Liberia","","19.08.14","LR21-000022","Zolowo","Y/HZ","Clinic","","IRC","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"Zolowo",7.65288,-9.58821,"",NA,"","","","","","",NA,"","","","","","Zolowo Clinic",7,0.2174919549425,"no","no",NA
"101","Liberia","Open","19.08.14","LR21-000006","Curran Lutheran Hospital","","Hospital","","Faith Based Organization","100",NA,NA,"1","63 ","","Yes","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"",7.7751,-9.43259,"",NA,"","","","","","UNMO TEAM SITE –11 (VOINJAMA)",11,"VOINJAMA","29N","MJ 52331 59454","29NMJ 52331 59454","29NMJ 52331 59454","Curran Lutheran Hospital",0,0,"yes","yes","yes"
"102","Liberia","","19.08.14","LR21-000011","Fissebu","","Clinic","","IRC","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"",7.82364,-9.46822,"",NA,"","","","","","",NA,"","","","","","Fissibu Clinic",8,0.307065132816417,"no","no",NA
"103","Liberia","","19.08.14","LR21-000014","Yeala","","Clinic","","IRC","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Lofa","LBR08","Zorzor","LBR0807",NA,"",7.82252,-9.4016,"",NA,"","","","","","",NA,"","","","","","Yeala Clinic",7,0.287303354900202,"no","no",NA
"104","Liberia","","","LISGIS229","Farmington - Division 28","","Clinic","","PFP","",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Firestone","LBR0901",NA,"Division 28",6.4364,-10.3065,"",NA,"","http://www.tlcafrica.com/lisgis/lisgis.htm","","","","",NA,"","","","","","Lisnow Martanity Clinic",23,0.195491427918141,"no","no",NA
"105","Liberia","Open","","UN074","Duside Hospital (Firestone Medical Center)","","","","","31 beds",NA,NA,"(unconfirmed)","(unconfirmed)","","Available, need additional but quantity not confirmed","Not selected",NA,NA,NA,"","","Margibi","LBR09","Firestone","LBR0901",NA,"",6.321805447,-10.445563,"",NA,"","","","","","UNMO TEAM SITE 03 (KAKATA TEAM SITE)",3,"Kakata","29N","LG 401 990","29NLG 401 990","29NLG 401 990","Du-side Hospital",28,0.203915833595467,"no","no",NA
"106","Liberia","Open","","STF017","Duside Hospital, ","","","","","300 beds",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Firestone","LBR0901",NA,"",6.35,-10.46667,"",NA,"","http://en.wikipedia.org/wiki/Duside_Hospital","","","","",NA,"","","","","","Du-side Hospital",3,0.0674951917596862,"no","yes",NA
"107","Liberia","","19.08.14","LR24-000009","Peter's Town","","Clinic","","SC-UK","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Gibi","LBR0902",NA,"Peter Town",6.60106,-10.08654,"",NA,"","","","","","",NA,"","","","","","Peter's Town Clinic",7,0.177048800202177,"no","no",NA
"108","Liberia","","19.08.14","LR24-000018","Wohm","","Clinic","","SC-UK","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Gibi","LBR0902",NA,"",6.59716,-10.01847,"",NA,"","","","","","",NA,"","","","","","Worhn Clinic",9,0.625,"no","no",NA
"109","Liberia","","19.08.14","LR24-000028","Tucker's Town","","Clinic","","SC-UK.GOL","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Bennie N.",6.63139,-10.2466,"",NA,"","","","","","",NA,"","","","","","Tucker-Ta Clinic",8,0.339421740924184,"no","no",NA
"110","Liberia","Open","","UN073","C.H. Rennie Hospital","","Hospital","","MOHSW only","50 beds",NA,NA,"3","34","","Available, need additional but quantity not confirmed","Not selected",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Kakata",6.520118926,-10.350275,"",NA,"","","","","","UNMO TEAM SITE 03 (KAKATA TEAM SITE)",3,"Kakata","29N","LH 507 209","29NLH 507 209","29NLH 507 209","CH Rennie Hospital",2,0.0645856533065148,"no","yes",NA
"111","Liberia","","19.08.14","LR24-000026","City Clinic","","Clinic","","Private - for profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Kakata",6.53067,-10.3522,"",NA,"","","","1","JFK Medical Center","",NA,"","","","","","Cinta Clinic",2,0.0706796227154151,"no","yes",NA
"112","Liberia","","19.08.14","LR24-000021","Dr Barcolleh","","Health Center","","Private - for profit","20",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Kakata",6.53035,-10.8559,"",NA,"","","","","","",NA,"","","","","","Dr Barcolleh Health Center",14,0.142749142748714,"no","no",NA
"113","Liberia","","19.08.14","LR24-000014","Fam Plan Assoc Lib","","Clinic","","Private - for profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Kakata",6.5285,-10.35099,"",NA,"","","","","","",NA,"","","","","","Planned Parental Association of Liberia Clinic",32,0.217877229666234,"no","no",NA
"114","Liberia","","19.08.14","LR24-000031","Gbaye Town","","Clinic","","SC-UK (GOL)","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Kakata",6.63584,-10.29034,"",NA,"","","","","","",NA,"","","","","","Gbaye-Ta Clinic",8,0.34707137490099,"no","no",NA
"115","Liberia","","19.08.14","LR24-000020","Kakata Health Center","","Health Center","","MOHSW only","14",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Kakata",6.54767,-10.033485,"",NA,"","","","","","",NA,"","","","","","Kakata Health Center",0,0,"yes","yes","yes"
"116","Liberia","","","STF037","Modern Medical Center","","","","","",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Kakata",6.5367,-10.35414,"",NA,"","http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/","","","","",NA,"","","","","","Modern Medical Clinic",5,0.142614085186826,"no","no",NA
"117","Liberia","","19.08.14","LR24-000007","Lakayta Town","","Clinic","","MOHSW only (GOL?)","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"Laketa",6.67187,-10.35323,"",NA,"","","","","","",NA,"","","","","","Larkay-Ta Clinic",8,0.278312163512968,"no","no",NA
"118","Liberia"," ","19.08.14","LR24-000033","Kendei","","Clinic","","Private - for profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.68723,-10.21073,"",NA,"","","","","","",NA,"","","","","","Modern Medical Clinic",17,0.392626606588344,"no","no",NA
"119","Liberia","","19.08.14","LR24-000035","M/S Community","","Clinic","","Private - for profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.63133,-10.63138,"",NA,"","","","","","",NA,"","","","","","Weala Community Clinic",12,0.305977906211433,"no","no",NA
"120","Liberia","","19.08.14","LR24-000030","Samuel Cooper","","Clinic","","Private - non profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.57688,-10.31234,"",NA,"","","","","","",NA,"","","","","","Dr Barcolleh Health Center",19,0.322354786002933,"no","no",NA
"121","Liberia","","19.08.14","LR24-000032","SRC Factory","","Health Center","","Private - non profit","12",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.65451,-10.12845,"",NA,"","","","","","",NA,"","","","","","Lango Lappay School Based Clinic",28,0.439200290213775,"no","no",NA
"122","Liberia","","19.08.14","LR24-000005","Velleta","","Clinic","","MOHSW only","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.66425,-10.33431,"",NA,"","","","","","",NA,"","","","","","Dr Barcolleh Health Center",22,0.310744377039265,"no","no",NA
"123","Liberia","","19.08.14","LR24-000008","Weala Community","","Clinic","","Private - for profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.69155,-10.20551,"",NA,"","","","","","",NA,"","","","","","Weala Community Clinic",7,0.0931546873624856,"no","yes",NA
"124","Liberia","","19.08.14","LR24-000010","Wolola","","Clinic","","SC-UK","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.5229,-10.27964,"",NA,"","","","","","",NA,"","","","","","Lango Lappay School Based Clinic",28,0.485349764534335,"no","no",NA
"125","Liberia","","19.08.14","LR24-000012","Yarnwullie","","Clinic","","SC-UK","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.5639,-10.19644,"",NA,"","","","","","",NA,"","","","","","Vellay-Ta Clinic",13,0.320633779513242,"no","no",NA
"126","Liberia","","19.08.14","LR24-000006","Yeamai","","Clinic","","SC-UK","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Kakata","LBR0903",NA,"",6.74733,-10.23526,"",NA,"","","","","","",NA,"","","","","","Yeamai Clinic",7,0.228483250189541,"no","no",NA
"127","Liberia","","19.08.14","LR24-000025","Charlesville Clinic","","Clinic","","MOHSW only","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"Charlesville",6.19674,-10.38061,"",NA,"","","","","","",NA,"","","","","","Charlseville Clinic",1,0,"no","yes",NA
"128","Liberia","","19.08.14","LR24-000022","Dolo's Town","","Clinic","","MOHSW only","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"Dolo Town",6.25173,-10.35654,"",NA,"","","","","","",NA,"","","","","","Boye Town Clinic",12,0.356404097065162,"no","no",NA
"129","Liberia","","19.08.14","LR24-000027","Harbel","","Health Center","","Private - for profit","20",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"Harbel",6.23112,-10.32405,"",NA,"","","","","","",NA,"","","","","","Marshall Health Center",18,0.292893218813452,"no","no",NA
"130","Liberia","","19.08.14","LR24-000002","Marshall","","Health Center","","MOHSW only","12",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"Marshall",6.21314,-10.42314,"",NA,"","","","","","",NA,"","","","","","Marshall Health Center",14,0.25,"no","no",NA
"131","Liberia","","19.08.14","LR24-000013","Schifflin","","Clinic","","MOHSW only","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"Schefflin",6.22618,-10.53418,"",NA,"","","","","","",NA,"","","","","","Schefflin Town Clinic",13,0.177018644534001,"no","no",NA
"132","Liberia","","19.08.14","LR24-000016","Unification Town","","Health Center","","MOHSW only","5",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"Unificati",6.24605,-10.35304,"",NA,"","","","","","",NA,"","","","","","Unification Town Health Center",14,0.170772017103229,"no","no",NA
"133","Liberia","","19.08.14","LR24-000003","Zeeworth","Y*","Clinic","","MOHSW  and CAM","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"Zoewenh",6.3534,-10.5551,"",NA,"Changed town name to Zoewenh in order to match coordinates and town name. Open Street map shows Benedict Warner Farm nearby. Leaving Center name as is Zeeworth for now. 

Duplicates LISGIS223","","","","","",NA,"","","","","","Zeeworth Clinic",7,0.274523749889988,"no","no",NA
"134","Liberia","","19.08.14","LR24-000017","Division 28","","Clinic","","Private - non profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"",6.42156,-10.31899,"",NA,"","","","","","",NA,"","","","","","Disco Hill Community Clinic",21,0.299251405031459,"no","no",NA
"135","Liberia","","19.08.14","LR24-000019","Du-Side","","Hospital","","Private - non profit","145",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"",6.35332,-10.46938,"",NA,"","","","","","",NA,"","","","","","Sumbai Medical Clinic",18,0.527774931119236,"no","no",NA
"136","Liberia","","19.08.14","LR24-000034","Edward Banyan Kesselly Military Barracks","","Clinic","","MOHSW only","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"",6.21091,-10.5689,"",NA,"","","","","","",NA,"","","","","","Edward Beyan Kesselly Military Barracks Clinic",9,0.0325409773188715,"no","yes",NA
"137","Liberia","Open","19.08.14","LR24-000023","Liberian Health Care Center","","Health Center","","Private - for profit","8",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"",6.21924,-10.592,"",NA,"","","","","","",NA,"","","","","","Marshall Health Center",13,0.155328277000642,"no","no",NA
"138","Liberia","","19.08.14","LR24-000015","Pioneer","","Clinic","","Private - for profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"",6.26242,-10.35916,"",NA,"","","","","","",NA,"","","","","","Zeeworth Clinic",14,0.311752798388315,"no","no",NA
"139","Liberia","","19.08.14","LR24-000001","Sarco Clinic","","Clinic","","Private - for profit","N/A",NA,NA,"","","","","",NA,NA,NA,"","","Margibi","LBR09","Mambah-Kaba","LBR0904",NA,"",6.24332,-10.34709,"",NA,"","","","","","",NA,"","","","","","Sumbai Medical Clinic",11,0.180087750084818,"no","no",NA
