WHO_REGION,UNICEF_REGION,WBINCOME_SHORT_STATUS,WHO_LEGAL_STATUS_TITLE,DEVELOPMENT_STATUS,COVAX_STATUS,COUNTRYNAME,ISO_3_CODE,MONTH_DESCRIPTION,PROCUREMENT_TYPE,MANUFACTURER_DESCRIPTION,VACCINE_NAME,TOTAL_DOSES
AFR,WCARO,Low income,Member State,Least developed,AMC,Burkina Faso,BFA,2022-04-03T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,115200
AFR,WCARO,Low income,Member State,Least developed,AMC,Burkina Faso,BFA,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,1750660
AFR,WCARO,Low income,Member State,Least developed,AMC,Central African Republic,CAF,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,35000
AFR,WCARO,Low income,Member State,Least developed,AMC,Central African Republic,CAF,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,150000
AFR,WCARO,Low income,Member State,Least developed,AMC,Central African Republic,CAF,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,163160
AFR,WCARO,Low income,Member State,Least developed,AMC,Central African Republic,CAF,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,638400
AFR,WCARO,Low income,Member State,Least developed,AMC,Central African Republic,CAF,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,951560
AFR,WCARO,Low income,Member State,Least developed,AMC,Chad,TCD,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,200000
AFR,WCARO,Low income,Member State,Least developed,AMC,Chad,TCD,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,333450
AFR,WCARO,Low income,Member State,Least developed,AMC,Chad,TCD,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,533450
AFR,WCARO,Low income,Member State,Least developed,AMC,Democratic Republic of the Congo,COD,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,400000
AFR,WCARO,Low income,Member State,Least developed,AMC,Democratic Republic of the Congo,COD,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,527840
AFR,WCARO,Low income,Member State,Least developed,AMC,Democratic Republic of the Congo,COD,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,756000
AFR,WCARO,Low income,Member State,Least developed,AMC,Democratic Republic of the Congo,COD,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Moderna,Moderna - Spikevax,250320
AFR,WCARO,Low income,Member State,Least developed,AMC,Democratic Republic of the Congo,COD,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,250000
AFR,WCARO,Low income,Member State,Least developed,AMC,Democratic Republic of the Congo,COD,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,2184160
AFR,WCARO,Low income,Member State,Least developed,AMC,Gambia,GMB,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,355200
AFR,WCARO,Low income,Member State,Least developed,AMC,Gambia,GMB,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,89400
AFR,WCARO,Low income,Member State,Least developed,AMC,Gambia,GMB,2022-06-05T23:00:00.000Z,MULTILATERAL_AFRICAN,AstraZeneca,AstraZeneca - Vaxzevria,15000
AFR,WCARO,Low income,Member State,Least developed,AMC,Gambia,GMB,2022-09-08T23:00:00.000Z,MULTILATERAL_AFRICAN,Sinovac,Sinovac - CoronaVac,10000
AFR,WCARO,Low income,Member State,Least developed,AMC,Gambia,GMB,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,454600
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,300000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-07-06T23:00:00.000Z,BILATERAL_AGREEMENT,Serum Institute of India,SII - Covishield,1678000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,569160
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,2100000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,2101000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,97990
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-06-05T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,194400
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,407990
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,444000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,588510
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Serum Institute of India,SII - Covishield,399360
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Serum Institute of India,Sinovac - CoronaVac,708000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Sinovac,Sinovac - CoronaVac,300000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-07-06T23:00:00.000Z,MULTILATERAL_AFRICAN,AstraZeneca,AstraZeneca - Vaxzevria,69000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,MULTILATERAL_AFRICAN,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,336000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,MULTILATERAL_AFRICAN,Serum Institute of India,SII - Covishield,69000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,4298860
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,4410660
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea-Bissau,GNB,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,173600
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea-Bissau,GNB,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,302400
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea-Bissau,GNB,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,306070
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea-Bissau,GNB,2022-04-03T23:00:00.000Z,COVAX_FACILITY,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,28800
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea-Bissau,GNB,2022-07-06T23:00:00.000Z,MULTILATERAL_AFRICAN,AstraZeneca,AstraZeneca - Vaxzevria,25787
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea-Bissau,GNB,2022-07-06T23:00:00.000Z,MULTILATERAL_AFRICAN,Sinovac,Sinovac - CoronaVac,6000
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea-Bissau,GNB,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,782070
AFR,WCARO,Low income,Member State,Least developed,AMC,Liberia,LBR,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,315000
AFR,WCARO,Low income,Member State,Least developed,AMC,Liberia,LBR,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,578600
AFR,WCARO,Low income,Member State,Least developed,AMC,Liberia,LBR,2022-06-05T23:00:00.000Z,MULTILATERAL_AFRICAN,AstraZeneca,AstraZeneca - Vaxzevria,27000
AFR,WCARO,Low income,Member State,Least developed,AMC,Liberia,LBR,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,893600
AFR,WCARO,Low income,Member State,Least developed,AMC,Mali,MLI,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,396000
AFR,WCARO,Low income,Member State,Least developed,AMC,Mali,MLI,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,79200
AFR,WCARO,Low income,Member State,Least developed,AMC,Mali,MLI,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,151200
AFR,WCARO,Low income,Member State,Least developed,AMC,Mali,MLI,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Sinovac,Sinovac - CoronaVac,835200
AFR,WCARO,Low income,Member State,Least developed,AMC,Mali,MLI,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,1461600
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,25000
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-07-06T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,425000
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,1123600
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Wuhan CNBG - Inactivated,0
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-06-05T23:00:00.000Z,COVAX_FACILITY,Serum Institute of India,AstraZeneca - Vaxzevria,
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-10-09T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,0
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-10-09T23:00:00.000Z,COVAX_FACILITY,Beijing Bio-Institute Biological Products (CNBG),Wuhan CNBG - Inactivated,
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-10-09T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,0
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-10-09T23:00:00.000Z,COVAX_FACILITY,Serum Institute of India,SII - Covishield,0
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-10-09T23:00:00.000Z,NR,NR,All vaccine types,0
AFR,WCARO,Low income,Member State,Least developed,AMC,Sierra Leone,SLE,2022-05-04T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,240000
AFR,WCARO,Low income,Member State,Least developed,AMC,Sierra Leone,SLE,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,440000
AFR,WCARO,Low income,Member State,Least developed,AMC,Sierra Leone,SLE,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,234000
AFR,WCARO,Low income,Member State,Least developed,AMC,Sierra Leone,SLE,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,336000
AFR,WCARO,Low income,Member State,Least developed,AMC,Sierra Leone,SLE,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,113490
AFR,WCARO,Low income,Member State,Least developed,AMC,Sierra Leone,SLE,2022-05-04T23:00:00.000Z,MULTILATERAL_AFRICAN,AstraZeneca,AstraZeneca - Vaxzevria,42000
AFR,WCARO,Low income,Member State,Least developed,AMC,Sierra Leone,SLE,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,1123490
AFR,WCARO,Low income,Member State,Least developed,AMC,Togo,TGO,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,1427200
AFR,WCARO,Low income,Member State,Least developed,AMC,Togo,TGO,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,599360
AFR,WCARO,Low income,Member State,Least developed,AMC,Togo,TGO,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,707850
AFR,WCARO,Low income,Member State,Least developed,AMC,Togo,TGO,2022-06-05T23:00:00.000Z,MULTILATERAL_AFRICAN,AstraZeneca,AstraZeneca - Vaxzevria,120000
AFR,WCARO,Low income,Member State,Least developed,AMC,Togo,TGO,2022-09-08T23:00:00.000Z,MULTILATERAL_AFRICAN,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,592800
AFR,WCARO,Low income,Member State,Least developed,AMC,Togo,TGO,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,3327210
AFR,WCARO,Middle income,Member State,Developing,AMC,Cabo Verde,CPV,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,50000
AFR,WCARO,Middle income,Member State,Developing,AMC,Cabo Verde,CPV,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,559200
AFR,WCARO,Middle income,Member State,Developing,AMC,Cabo Verde,CPV,2022-06-05T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,55200
AFR,WCARO,Middle income,Member State,Developing,AMC,Cabo Verde,CPV,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Moderna,Moderna - Spikevax,100100
AFR,WCARO,Middle income,Member State,Developing,AMC,Cabo Verde,CPV,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,5850
AFR,WCARO,Middle income,Member State,Developing,AMC,Cabo Verde,CPV,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Sinovac,Sinovac - CoronaVac,50000
AFR,WCARO,Middle income,Member State,Developing,AMC,Cabo Verde,CPV,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,715150
AFR,WCARO,Middle income,Member State,Developing,AMC,Cameroon,CMR,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,200000
AFR,WCARO,Middle income,Member State,Developing,AMC,Cameroon,CMR,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,391200
AFR,WCARO,Middle income,Member State,Developing,AMC,Cameroon,CMR,2022-09-08T23:00:00.000Z,MULTILATERAL_AFRICAN,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,461450
AFR,WCARO,Middle income,Member State,Developing,AMC,Cameroon,CMR,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,1052650
AFR,WCARO,Middle income,Member State,Developing,AMC,Congo,COG,2022-05-04T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,141220
AFR,WCARO,Middle income,Member State,Developing,AMC,Congo,COG,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,134000
AFR,WCARO,Middle income,Member State,Developing,AMC,Congo,COG,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,609220
AFR,WCARO,Middle income,Member State,Developing,AMC,Congo,COG,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,355200
AFR,WCARO,Middle income,Member State,Developing,AMC,Congo,COG,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,1098420
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-04-03T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,50000
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-05-04T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,SII - Covishield,75000
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,1654380
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-05-04T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,SII - Covishield,654000
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,2373890
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Sinovac,Sinovac - CoronaVac,2845271
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Serum Institute of India,SII - Covishield,
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-11-11T00:00:00.000Z,MULTILATERAL_AFRICAN,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,
AFR,WCARO,Middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-04-03T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,52000
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-04-03T23:00:00.000Z,BILATERAL_AGREEMENT,Serum Institute of India,AstraZeneca - Vaxzevria,2000
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,21000
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-04-03T23:00:00.000Z,COVAX_FACILITY,Serum Institute of India,AstraZeneca - Vaxzevria,600000
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,3598770
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Moderna,Moderna - Spikevax,1229620
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,1330290
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-04-03T23:00:00.000Z,MULTILATERAL_AFRICAN,AstraZeneca,AstraZeneca - Vaxzevria,314850
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-09-08T23:00:00.000Z,MULTILATERAL_AFRICAN,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,737200
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-09-08T23:00:00.000Z,MULTILATERAL_AFRICAN,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,1178450
AFR,WCARO,Middle income,Member State,Developing,AMC,Ghana,GHA,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,8095330
AFR,WCARO,Middle income,Member State,Developing,AMC,Nigeria,NGA,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,100000
AFR,WCARO,Middle income,Member State,Developing,AMC,Nigeria,NGA,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,1911600
AFR,WCARO,Middle income,Member State,Developing,AMC,Nigeria,NGA,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,8794240
AFR,WCARO,Middle income,Member State,Developing,AMC,Nigeria,NGA,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Moderna,Moderna - Spikevax,4000080
AFR,WCARO,Middle income,Member State,Developing,AMC,Nigeria,NGA,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,3577860
AFR,WCARO,Middle income,Member State,Developing,AMC,Nigeria,NGA,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,18283780
AFR,WCARO,Middle income,Member State,Developing,No,Equatorial Guinea,GNQ,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,820000
AFR,WCARO,Middle income,Member State,Developing,No,Equatorial Guinea,GNQ,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,820000
AFR,WCARO,Middle income,Member State,Developing,No,Gabon,GAB,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,10000
AFR,WCARO,Middle income,Member State,Developing,No,Gabon,GAB,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,400000
AFR,WCARO,Middle income,Member State,Developing,No,Gabon,GAB,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,168000
AFR,WCARO,Middle income,Member State,Developing,No,Gabon,GAB,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,100620
AFR,WCARO,Middle income,Member State,Developing,No,Gabon,GAB,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,668620
AFR,WCARO,Middle income,Member State,Least developed,AMC,Benin,BEN,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,144000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Benin,BEN,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,203000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Benin,BEN,2022-07-06T23:00:00.000Z,COVAX_FACILITY,Sinovac,Sinovac - CoronaVac,203000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Benin,BEN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,144000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Benin,BEN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,410400
AFR,WCARO,Middle income,Member State,Least developed,AMC,Benin,BEN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,332280
AFR,WCARO,Middle income,Member State,Least developed,AMC,Benin,BEN,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,1089680
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-07-06T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,437140
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-07-06T23:00:00.000Z,BILATERAL_AGREEMENT,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,302400
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,922350
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-07-06T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,204150
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,410400
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,104130
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Sinovac,Sinovac - CoronaVac,738000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-04-03T23:00:00.000Z,MULTILATERAL_AFRICAN,AstraZeneca,AstraZeneca - Vaxzevria,27000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Mauritania,MRT,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,2174880
AFR,WCARO,Middle income,Member State,Least developed,AMC,Sao Tome and Principe,STP,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,49000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Sao Tome and Principe,STP,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,100000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Sao Tome and Principe,STP,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,48500
